Fecha,Título,Descripción,Rating,Fuente,País,Estado USA
2022-02-05,I ordered a cheap mattress,I ordered a cheap mattress on Amazon for a spare bedroom. It came in a box but expanded as specified on the website. It was alright. You get what you pay for. It was a cheap size double mattress. Definitely not something that was comfortable but it would do the job for an occasional guest if you live on a budget. I definitely don't recommend a cheap mattress for long term guests. We do not have guests often so this one looked good for the room display and provided a sleep for an occasional guest. I was on a budget at the time so it fit the bill.,3,Bestcompany,,ID
2022-02-05,They have a great shipping,They have a great shipping time. It came within one day and the quality was great. The website was easy to navigate and I overall thought that Amazon did a great job.,5,Bestcompany,,UT
2022-02-05,I purchased 2 mattress from,"I purchased 2 mattress from Amazon.com, the service is good, Both the time mattresses arrived on time and were deliverd to my doorstep on 1st floor.",5,Bestcompany,,CA
2020-02-06,We bought a new mattress,"We bought a new mattress for our son.  It was shipped quickly, arrived packaged well.  Would do it again.",4,Bestcompany,,UT
2022-02-05,"Was shipped quickly, easy to","Was shipped quickly, easy to set up, and my son loves his mattress.",5,Bestcompany,,PA
2022-12-07,Etatstatsys dhdmfngkf f fgmgnnff ggm,Etatstatsys dhdmfngkf f fgmgnnff ggm g gmfmdf fmf g fkf f gnf gng g g g g g g nfndndndnn. End Etatstatsys dhdmfngkf f fgmgnnff ggm g gmfmdf fmf g fkf f gnf gng g g g g g g nfndndndnn. End Etatstatsys dhdmfngkf f fgmgnnff ggm g gmfmdf fmf g fkf f gnf gng g g g g g g nfndndndnn. End,5,Consumeraffairs,,FL
2022-10-18,I have been had Amazon,I have been had Amazon Home Warranty for almost 2 yrs and I have called them 2 times regarding issues but both time I got disappointed. When they called for sales they told us all the appliances are cover under this warranty and when we called they always this thing is not covered by amazon home warranty.,5,Consumeraffairs,,AL
2022-07-17,I have been ordering from,"I have been ordering from Amazon forever it seems. I just purchased 2 Honda Generators and a lot of accessories for them. Some of my orders to my home are for thousands of dollars and I get a little nervous when UPS drops my generators without ringing the doorbell! That’s not AMAZON'S fault of course. Amazon does a fantastic job of speedy, very easy ordering on their website. The site is a work of art in that it just works right every order I place! I love Amazon and I think Jeff Bezos is under appreciated!",5,Consumeraffairs,,FL
2022-07-07,The primary uses of the,"The primary uses of the Kindle gadget are reading and downloading electronic books. It is the finest gadget for book lovers and you can watch online material on OTT platforms, however occasionally Kindle owners have had a frozen screen issue that causes the device to become unresponsive. If you like to know how to unfreeze Kindle visit **.",5,Consumeraffairs,,TX
2022-04-30,This site is very informative,"This site is very informative and easy to find the products you want, and need. The only problem I have is some products do not list a price, such as some Graphics Cards, I have to click again to find a price for them. I do not think this should be Needed. Thank you/ LOK",5,Consumeraffairs,,FL
2023-02-04,The sheet set that I,"The sheet set that I ordered came lose in a box - no plastic bag, nothing protecting it. Also missing the pillowcases. This has become common occurrence with Amazon where half of everything I order comes used/opened, or missing parts. In addition, more and more often, shipments are late to arrive.",2,Consumeraffairs,,IL
2023-02-03,I don't understand why I,I don't understand why I keep ordering from Amazon. They are late every time now. They were top of the game with the 2 day delivery. I didn't mind paying a little extra for it because I got it in 2 days. Well now you order something that says 2 days and it doesn't show up for three or four. I could have got on eBay and ordered the same thing $5 cheaper and they say it'll be here in 3 or 4 days instead of lying just to get you to buy it. This used to be a great company. They have just been going downhill.,1,Consumeraffairs,,TN
2023-02-02,"Amazon Support 1~858 ~666~0943, Phone","Amazon Support 1~858 ~666~0943, Phone number for Accounts and Billings office is open Mon-Fri at Salinas CA. Amazon are streets ahead of the competition and I will always be loyal to them. However on the subject of customer communication pathways they are last. I needed their help during a difficult period of my life and I just couldn’t get their attention. What do you do with a friend who despite your best efforts continues to ignore you. Yes that person becomes an ex friend. Simply not good enough Amazon. So we all need to get a specific resolution.",3,Consumeraffairs,,MS
2023-02-01,I returned an item to,I returned an item to the Ups store and Amazon never refunded me 220$. I had a receipt that I returned it but according to them. I never returned it. They also lost a package sent to me 280$ and wouldn’t replace it without a police report. They are becoming a really bad business and I lost a lot of money using them. Be careful.,1,Consumeraffairs,,NY
2023-02-01,My deliveries always say delivered,My deliveries always say delivered and I NEVER receive them and have been a prime customer for years. The absolute WORST delivery service/company that offers the worst possible customer experience. Do not pay for Prime. It’s a waste of money.,1,Consumeraffairs,,AZ
2023-01-28,"Good Evening, Because there is","Good Evening, Because there is no Blink consumer reports page, I will address this with Amazon.com. Your customer support team that deals with technical issues is not only seriously lacking but I have serious concerns that Blink employees tampered with my account which disabled my cameras during a desired period. Even when I had already restarted my system multiple times, your employee told me 36 hours later just to restart the entire system. The guidance is an absolutely unacceptable when I had already done that. Further, when wanting to direct my comments in a post-ticket issue survey, your customer support agent will not give me their full name or employee number. Without it, I fail to see how my comments can be adequately directed and addressed.",1,Consumeraffairs,,TX
2023-01-26,I am in the town,I am in the town of Aguadilla on the island of Puerto Rico. I have been an Amazon customer from the very beginning. Traveling around the United States I have loved that I've been able to order Amazon products and have them shipped very quickly to any location I was at. That was until my recent travel to here in Puerto Rico. Products being delivered here now take upwards of a month for delivery. When I questioned Amazon's customer service regarding this I got a number of varied excuses none of them viable. ,2,Consumeraffairs,,
2023-01-25,Ordered a book on 12/26/2022.,"Ordered a book on 12/26/2022. Today, 1/24/2023 I checked my account to see why the book never arrived and found out it was undeliverable and returned on 1/16/2023. Amazon never let me know nor even refunded me. Called and got a lady named TONI who told me she would refund my CC and would send me an email verifying this within a few minutes. I never got an email so called and transferred to a supervisor. She said I was not refunded and would correct this as the book never came as it was returned 8 days ago. Customer service has gone downhill real fast! It does not matter if you are a Prime member for a decade+, or if you place a lot of orders. The supervisor did follow through and sent an email as promised. Not fair that my time is wasted and my money has been tied up for 29 days (34-36 days considering it takes time for the bank to issue on their end). Very, very, very disappointing!",1,Consumeraffairs,,WA
2023-01-25,I have found recently when,"I have found recently when you return an item if it's under $100 they will provide the refund within a week, if it's over $100 they can take up to 30 days. I have also learned this is at the discretion of the agent you speak too. For instance late night will go to a different call center across the world. When you call you can tell by how they confirm your account. I decided to call back 10 hours later and how interesting I was able to get the refund but the last agent from a different call center quotes a policy that is clearly ""flexible"". I won't buy anything over $100 from Amazon again as the quality is horrible.",1,Consumeraffairs,,
2023-01-24,I missed my delivery by,"I missed my delivery by 2 minutes. My package was to be delivered today anywhere up until 10:00 p.m.. Unfortunately I had to use the bathroom, so now I have to wait until tomorrow. I tried to contact them, figured I can have them circle back considering it was only 2 minutes. But it's a whole big runaround before you can actually talk to someone, by then 20 minutes have gone by. They should send a text or email an hour before your package is due to arrive. I'm a prime member (which they increased the price....a lot) for about 8 years and feel like I'm not getting much benefits from it. There has been quite a delay with the shipping lately, returning something is not so simple anymore. I feel as though there should be an easier way to contact someone instead of being redirected around the help site and messaging with an automation.",2,Consumeraffairs,,NY
2023-01-24,When Amazon use Fedex or,"When Amazon use Fedex or UPS, I never have problems, TBA was ok too, but little problems from time to time, but now that they are using USPS, is a disaster, I run a company and I receive a minimum of 50 Amazon packages per week, and USPS lost at least 3 to 5 per week. Now AMAZON do not want to be responsible for these and sent a letter :""We advise you to contact USPS in order to pursue this matter"". I asked my neighbors and everyone is having the same problems, AMAZON PLEASE DO NOT USE USPS!!",1,Consumeraffairs,,FL
2023-01-24,Amazon buyers beware! Amazon has,"Amazon buyers beware! Amazon has deactivated my account 3 times in the last month with absolutely no explanation of any kind and CS has no suggestions regarding reactivation. I have been locked out completely with no explanation. Amazon's response, ""Someone will call you"" which they never do. Two credit cards are associated with my account which poses a serious security breach and leaves potential for unauthorized charges to be made. Again, Amazon CSRs ARE RUDE - Continually talk over you and have no recourse nor suggestions regarding reactivation. Amazon is infuriating, unprofessional and undoubtedly criminals. When this is resolved I will in no way do business with Amazon and will strongly recommend the same to others.",1,Consumeraffairs,,GA
2023-01-23,I needed to return four,"I needed to return four items this morning and I was transferred to four different individuals who did not know what to do. It seemed as if, they were making a joke out of my situation or something. Four different people. Absolutely ridiculous! I am very, very frustrated!",1,Consumeraffairs,,TX
2023-01-19,Amazon driver drove through my,Amazon driver drove through my yard and caused damage (it had rained for right at 24 hours). He did not use the turnaround or back down my straight driveway. Amazon will do nothing without a video of the driver. I guess customer service is out the window.,1,Consumeraffairs,,NC
2023-01-18,I have returned several items,"I have returned several items to Amazon, thousands of dollars worth recently due to a canceled party as a result of Covid. Amazon keeps telling me they have not received several items, even though the tracking shows it was delivered TWO months ago! This tells me their employees who are processing the returns are either losing the packages, or stealing them and putting the blame on me, which essentially is Amazon stealing my money! They are continuing to fight me on it and not make it right! Beware of using Amazon!",1,Consumeraffairs,,CA
2023-01-18,I was notified that my,"I was notified that my package was delivered. They even have a photo of my package, proof of delivery, sitting at the front door of someone else's house! I can't get in touch with any human and this issue isn't in the drop-down menu of delivery issues on either Amazon.com or their delivery company's website.",1,Consumeraffairs,,NY
2023-01-17,I order a product on,I order a product on 1/14/23 for it to be delivered the same day. The carrier delivered it to the wrong building and door. But because Amazon the carrier was in my area they not going to give me a refund no matter if they place the package at the wrong location. They don’t go by picture which I sent that was by the carrier and a picture of my door. Two different doors. They it doesn’t matter the carrier was in your lot. So I lost merchandise and money.,1,Consumeraffairs,,MI
2023-01-15,Amazon is often sending delivery,Amazon is often sending delivery confirmations that are false. Don’t know how legally they can get away with that. I received numerous delivery confirmations and when I call Amazon about said issue they inform me to give it 24 hours because the drivers sometimes scan packages a day before they are actually delivered. I live in an apartment complex and have spent hours looking for packages they were just not delivered. This is blatant false misinformation and don’t know how they can justify it.,2,Consumeraffairs,,NJ
2023-01-13,I was sold a used,"I was sold a used item: The advertisement said NEW, and I reported, to Amazon customer support, and the customer support Mishandled the whole problem. The reply I received said it was not delivered, and said to donate it? And gave me $31.97 refund added to my Gift card with a stipulation I that I must only use it to buy from the same seller, and I could not find anything worthwhile, so I found another Item that was very similar. I then contacted Customer help online chat, and kindly ask if I could buy a similar item and can I use my Gift card to buy the item, they replied. It is my gift card I can buy anything I want. I said OK. Then they ask me I wanted to transfer the money back to my bank, and I replied ""NO"" and they kept repeating the question, I ask, ""Am I chatting with a machine or a real person,"" in reply they, ""Yes real person,"" and I said I do not want my money transferred at all, and want it to stay on my gift card. They said OK. ",1,Consumeraffairs,,MT
2023-01-12,I am a Prime member,"I am a Prime member and have been for years. I would have minor issues and returns until the pandemic. I am disabled, live off grid and have 0 transportation. I had been saving for a year to purchase an E Bike. I finally had the last $50.00 to purchase the lowest priced ebike that had some of the features I needed. I received the EBike and took my first ride. The first thing it did was die barely 3 miles into the trip. Once it died, the back tire blew out. The bike flipped me and I severely damaged my knee. Well beyond the 30 day return policy I contacted Amazon and was told it was unreturnable. ",1,Consumeraffairs,,CA
2023-01-11,I bought a 200$ item,I bought a 200$ item that I never got. I realized I didn't get it after 30 days and Amazon won't do anything for me. Thank you for not following up on your deliveries and putting the burden on your clients. I now have a very good reason to buy local and never ever buy from Amazon.,1,Consumeraffairs,,
2023-01-07,"A couple years ago, Amazon","A couple years ago, Amazon literally gave up on offering customer service and outsourced support to people with zero interest in actually helping users solve their problem. All they can do is apologize and then automatically disconnect after 2 minutes so they don't have to actually do anything, or just endlessly redirect you or try to get you to call phone support. And don't even get me started on the A to Z Guarantee, they won't even admit that's a thing anymore.",1,Consumeraffairs,,CA
2023-01-07,Amazon check packages marked “Undeliverable”,"Amazon check packages marked “Undeliverable” because that means it was taken by the packager. How can a sweater be undeliverable 3 days before delivery and I ordered 2 in different colors. Other color arrived just fine! Not the first time either! Their conscience is clear since it’s refunded! However, if you really needed the item then what!!! Check your undeliverables!!!! Make them prove it!!!!",1,Consumeraffairs,,AL
2023-01-05,Amazon was my go to,"Amazon was my go to store period. Great for last minute gifts delivered in 2 days and customer service while not impeccable they made returning or exchanging easier. Now you're lucky if you get it in a week or at all. They charge you $7.99 for returns damaged or not. As A Prime Member I pay for 2 day shipping. The Service is Horrible, I do not blame them they are told what to say. AMAZON this will be your downfall. It is a shame, I really liked shopping there. Now I will save some money, having to go 30 mins. to Walmart. I hope Jeff reads these, it might save his company!",1,Consumeraffairs,,NY
2023-01-05,I am writing this review,"I am writing this review as I am an Amazon.com Prime Member and have been for a few years now. This past year I have been experiencing terrible delays with items that I've ordered. Items such as grocery, home goods, and automotive parts are among the items I've ordered and are taking upwards of 10 days to get to me. When I order it shows 2 - 4 days for delivery. When they aren't delivered by the 4th day I check and it states ""running late"" or ""delivery expected by tomorrow"".  ",1,Consumeraffairs,,NY
2023-01-04,I've been a Prime member,"I've been a Prime member like forever. This past year, numerous orders have taken a week or longer, when said to be delivered within 2-3 days. Some I was able to cancel, others could not be cancelled. Also, more and more packages are damaged or torn open. I even received one order (vitamins) where the envelope was EMPTY and looked like it was never sealed. It's been pretty aggravating...",2,Consumeraffairs,,NC
2023-01-02,I have been a Prime,"I have been a Prime member for many years. Their price went up, yet their service is horrible. I always purchase using the prime selection because I paid for it. The item will show delivery date as tomorrow. AFTER I paid, the tracking says 3 days - it was an ink cartridge - what is hard about that. I ordered a dart board (toy - no sharp objects) for my 5 year old. On the 22nd, expecting it on the 24th. It showed up on the 28th. When I called them, ""We're sorry"" from everyone including supervisors, yet no remedy. So, my warning if you pay for prime and expect a certain delivery date, check after you paid, and see its later, then cancel it immediately. Sooner or later Amazon is going to get the message. You can't charge more money for something you are getting worst at doing.",2,Consumeraffairs,,MI
2023-01-02,My son purchased a quilted,"My son purchased a quilted blanket for his sister for Christmas. He made the mistake of purchasing a King/Cal King instead of a Queen/Full. We attempted to exchange the item for size, but was only given the option to return and repurchase the item. When trying to repurchase the item, the price showing was double what we paid for it. We contacted customer service to see if they would adjust the price to what we had originally paid for the item only to be told that they could not do that. We asked to speak with a supervisor and were transferred to someone on the leadership team. We explained the situation again and again were told that we could not exchange the item and that they would not adjust the price on a new order. We asked to speak with their supervisor. ",1,Consumeraffairs,,TX
2023-01-02,"Pathetic customer service, originally ordered","Pathetic customer service, originally ordered around thanksgiving and got multiple updates on the delivery dates and never received it. I was promised that a replacement will be sent to me at no cost in Dec last week and the pattern repeats, as the order has just the label generated with nothing shipped out yet. Horrible call center reps after numerous transfers and digging into this order they are not even cancelling the order and returning my money. I have been stuck with them with the money and not able to go out and get it from other shops. Please if someone can help resolve this please reach out to me ASAP.",1,Consumeraffairs,,IL
2023-01-01,Amazon has gone into the,"Amazon has gone into the dumpster lately with their shipping. I am on disability and order most everything online to be shipped to my home the last 4 years. I use not only Amazon but Walmart, Target and King Soopers (part of Kroger). Those other 3 are killing Amazon in getting things out fast and being delivered quickly. The normal Amazon delivery is about 6-11 days now. The others, 2-4 days. I even tried their ""Prime"" again and it made no difference. 6-11 days. I don't know if Amazon is that short of help or just have bad help. I am now shifting more of my needed items to the other 3. I would give Amazon less than one star if I could.",1,Consumeraffairs,,WY
2022-12-31,I had a Prime account,"I had a Prime account with Amazon around 5 years. I would place an order and my account would be charged with no problems. Mid year of 2022 they began putting a hold on my account on top of the charge. So it was like I was being double charged for a week. It was taking a week before the hold came off. I would make good size purchase amounts for Business orders. So when I would make like a $200 purchase, on top of that there was a hold for the same amout. Because of that, I ended my subscription. I'm looking elsewhere to make orders.",2,Consumeraffairs,,SC
2022-12-31,Amazon has been impeccable over,"Amazon has been impeccable over the years with their 2 day shipping. Been a prime member over 15 years. But this year (2022) has been a disaster. Deliveries to wrong address, not receiving items. Getting charged for kindle service after I had previously cancelled 3 months ago. The drivers are lazy, saying they delivered, you go outside and no package. I know it is UPS, USPS or FEDEX. But it is Amazon's responsibility with their customer service, which it is always ** people you can barely understand (no disrespect intended). And always seem to wash their hands of the matter and tell you contact UPS, USPS or FEDEX on your own. And when you try to a post a real review they do not allow it, only positive reviews.",1,Consumeraffairs,,IL
2022-12-30,"Never ordered Starz, realized I","Never ordered Starz, realized I had been charged 8.99 a month for 48 months for something I never used. Amazon.com Customer service could only refund 6 months. I'm stuck for over $380.00. Not happy with Amazon.",3,Consumeraffairs,,CA
2022-12-30,I ordered gifts from Amazon.,"I ordered gifts from Amazon. 2 of which I have yet to receive. Both items were ordered in ample time before Christmas - 1.) Dec 12th, in transit, should have arrived Dec 15th. 2.) Ordered Dec 19th, in transit, should have arrived Dec 19th/20th. Neither have arrived and it's now Dec 30th. They can ""replace"" #1 but won't arrive till Jan 19th (3 weeks). Seriously. The 1st one I ordered would only take 3 days. #2. was ordered on Dec 19th with arrival of Dec 20th. (And was in transit.) They now can not replace that one. I followed up on status and claims late due to weather. Weather didn't even come close to where shipping started to delivery location until Dec 22nd. When I contacted Amazon they said ""Both items are lost."" This is UNACCEPTABLE. YOU LIED. Why do we pay for their subscription? So now, I have to wait a whole month to get a Christmas gift and they can't even offer a partial refund for the issue they caused. AMAZON SHOPPER BEWARE!!!",1,Consumeraffairs,,IL
2022-12-29,Ordered Acer computer and warranty,"Ordered Acer computer and warranty and 2 other items. Computer is defective and other items bad. Couldn't print a label to return and couldn't make the ** understand that I need them to give label to carrier to pick up computer. Over 8 calls to Amazon,  5 emails, and 2 letters I am still waiting for them to do this! Had this defective computer for over a month, finally disputed charges on my credit card. SO SICK OF AMAZON, NEVER DOING BUSINESS WITH THEM AGAIN. ",1,Consumeraffairs,,MO
2022-12-29,"I ordered recently with Amazon,","I ordered recently with Amazon, I received the first package a refurbished item rather than new and the second package was absolutely different item. I put my review about the seller but they didn't let the review published because they are only allowing positive reviews about their seller however, their sellers are tricking their customer by sending the wrong item. Although the customer have the option to return but it is hard to return because I ordered a big ticket item and it is hard for me to re package it and return it as it is also very heavy to carry. I decided to keep it rather than returning it although I didn't like it at all.",1,Consumeraffairs,,CA
2022-12-27,Amazon has withheld my refund,"Amazon has withheld my refund thru unethical practices for over nine days. Their website states ""your return is complete. Your refund has been issued."" When ""When will I get my refund?"" Selected, ""A refund will appear on your bank account or credit card statement within 7 days."" After the refund did not appear on my statement within the seven days, I contacted customer service. I spoke with Amber, she said credit was processed in the form of a gift card and because I want a refund credited to my credit card, it will take another 3-4 days. What? I did not pay with a gift card. I find it egregious that Amazon would try to convert a refund to their gift card without approval. I expected the refund like original form of payment. I want my refund credited to my account ASAP. Amazon instantly had access to my credit card when I placed the order and I expect under these circumstances the same timeliness with this refund.",1,Consumeraffairs,,MI
2022-12-26,I purchased an item from,"I purchased an item from Amazon, when we opened it up we were able to see that this item was way too small for our granddaughter to use at all. We immediately asked to return this item, and we were told we would have to pay for the shipping as This seller is a 3rd party seller. On the listing for this item, there is not one word telling buyers that if you need to return you will have to pay Shipping, plus 25% Restocking fee, plus Insurance, plus signature confirmation. This item Cost us $379.00 to return it will cost us a bit over $650.00. Amazon will not help us in any way. They say we must go through their new A-Z warranty, which is a big fraud in itself in my beliefs. This so called warranty is just a ploy to have customers think they are helping? When in fact the only people they are helping is their 3rd Party Sellers. PLEASE< PLEASE do not buy on Amazon from any 3rd Party seller.",1,Consumeraffairs,,NC
2022-12-26,Most of Amazon offshore support,"Most of Amazon offshore support reps are very incompetent. My Amazon acct was hacked, charged my on-file credit card, keep in mind (All Amazon accounts are vulnerable). I had to dispute fraudulent charges, cancel Credit card and issued a new one. Amazon Acct services froze my acct for days until they finally got their act together, which is still frozen. Beware buyers, your acct can be hacked too. I spoke to at least 5 offshore fraud reps which one (James from Guatemala) hung up on me. Spoke to an (Ashley) who was half asleep.",1,Consumeraffairs,,FL
2022-12-24,I cancelled the Prime membership,"I cancelled the Prime membership I've had for many years because they said there is no way my gift card balance could pay my Amazon Visa balance. The gift balance was a return from returned item that was defective. It took 4 phone calls and an hour to find out no one was willing to make an exception for a retired person who lives on social security. My call was cut off once and I had to start over. No one called me back. There was a myriad of excuses as to why I couldn't put my own money, in the form of a gift card, back onto my Visa Prime credit card. Be careful how you purchase and return. They do not seem to make exceptions. I'm afraid Amazon has become a monopoly.",1,Consumeraffairs,,MO
2022-12-24,Multiple times I have dropped,"Multiple times I have dropped off a return at Kohls, received my refund from Amazon because it was entered in the system as returned, and then got re-charged many weeks later with them saying I hadn’t returned the product. In addition, there is no way to talk with Amazon about the issue. The email they sent is from a non-responsive address; nothing in their website offers the ability to leave a review about their company or policies.",1,Consumeraffairs,,OH
2022-12-22,I have been a Prime,"I have been a Prime member for many, many years. When Covid hit, I was patient with the extended delivery times. Since then though, I have not received anything in two days or less. That was my reason for joining prime. If you cannot deliver on a service I am paying for, that service should be discounted. I have had 6 items just this month that were ""undeliverable"" and returned to Amazon, as well as some before that. This is unacceptable as I've been getting other pkgs delivered almost daily. The money has been refunded but the cost increased on several of the items between the first order and when I went in to reorder. I feel that this is a way they are scamming to get more money. ",2,Consumeraffairs,,NY
2022-12-22,I have been a customer,"I have been a customer of Amazon since selling only books. As Amazon grew, I have patronized all along with multiple services. Now, I would recommend not to shop unless you enjoy the untruthful promises, extra late deliveries or no delivery at all by using USPS, amongst more. When I requested to change the order of shipment priority and not use USPS as the first option, I was lied to on several occasions, that they would change it. I was told their own drivers still deliver to my home and that’s not true.",1,Consumeraffairs,,IL
2022-12-20,In November of 2022 I,"In November of 2022 I all of a sudden couldn't log in to the Amazon account I've been using since 1998. When I attempted to log in the site was telling me an account with that email address didn't exist. I called Amazon support to hopefully get it resolved so I could log back in and access all the movies I had purchased through Prime, wishlists I had put together over years of researching the products I placed in them, etc. Through providing several Sale Confirmation Numbers I had record of in that email address discovered that the email and password to the account were changed. I didn't change them and I had while they gave me a hint that the email started with an R and ended with a 4 - I never did and don't currently have an email that starts and ends with those characters. The account was compromised (stolen). ",1,Consumeraffairs,,NY
2022-12-17,I ordered 55 gift cards,"I ordered 55 gift cards for a the staff in my department at a medical facility as Christmas gifts. They were organized as 3 batches by Amazon (2 batches of 20 and one of 15) but only two of the three batches shipped, and the other was listed as delayed (when originally ordered they did not require anyone to be home to receive the shipment). I contacted customer service who assured me the third batch would arrive within 24 hours. It did not. I contacted them again and they assured me someone would get back to me to sort this out. They did not. On the third call they connected me (after much discussion) to someone who told me there were two options: either way they would cancel the loss (on their end) cards, and I could either have the funds refunded to my credit card (with a 5-6 day lag to credit the funds) or they could apply it (over the next 4 hours) to an Amazon Gift card credited to my Amazon account. ",1,Consumeraffairs,,TX
2022-12-16,"I ordered this on Amazon,","I ordered this on Amazon, sold by tmp: AriZona Gluten-Free Mixed Fruit Snacks, (2 pack) (made with real fruit). Brand: tmp. $24.79 ($12.40/Count). Each box contains 10 little bags with 25.5 g each = 255 g for 10 very small bags. 2 boxes would be 2 x 10 bags = 510 g for the price of 24.79!! Ordered the gummies from AriZona directly would be: 1 box contains 12 bags with 142 g each = 1704 g for 22.99!! I really feel cheated from tmp and Amazon",1,Consumeraffairs,,OH
2022-12-15,I'm a huge fan of,"I'm a huge fan of Amazon.com mainly because of the ease of ordering and receiving products. That being said, I am concerned with their oversight to potentially harmful products.",2,Consumeraffairs,,CA
2022-12-10,I gave up trying to,"I gave up trying to reach customer service. As a hard of hearing person, I can not understand most speakers who do not speak English as their first language.   Since I could not understand the speaker, I was forced to give up trying. Amazon needs to do more for hard of hearing, by either offering email service, close caption phone, etc. At a minimum, they should speak English, and be able to turn up the volume so I can hear. Amazon ""carefully hides"" on their website ""how to add a family member to prime account"" so you will purchase another prime membership, which you should not have to do. Nowhere is their directions on how to navigate their website and add myself to my wife's prime account. GRRRRR. For those reasons, I can not recommend Amazon prime.",1,Consumeraffairs,,OH
2022-12-09,I have been a customer,"I have been a customer of Amazon for years recently all my packages are being left on the lobby of my building disattended. Packages are being stolen and I cannot get a replacement because I need to file a police report prior. My delivery address included my apartment number. I recently asked one of the delivery agents that was placing the packages on the lobby why he is doing that to customers as the packages are being stolen and he stated that amazon does not paid them to delivered to the apartments. I have pictures of how they leave the packages on the floor in a building of over 80 apartments, no security and open doors to the public. Is unacceptable many of us has Ring door cameras for the same reason.",1,Consumeraffairs,,NY
2022-12-05,I had an Amazon Prime,"I had an Amazon Prime account however because of the poor customer service I have deleted my account. I would like to bring to your knowledge the issue I faced with amazon. I had received a gift from a relative in India and since I had the same item I had contacted Amazon customer service. Is there an option to return this without letting my relative know that I can return this item. I was promised that you can return the item and you will be given a gift card to your account however that never happened. I was given false promises for a month that the gift card will be issued in 2-4 hours, 1 week, 15 days and then 1 month however it never happened.",1,Consumeraffairs,,GA
