Fecha,Título,Descripción,Rating,Fuente,País,Estado USA
2022-02-05,I do all of my,I do all of my shopping at Walmart with my credit card. They always have the best prices and the cash back feature is great.,5,Bestcompany,,FL
2020-02-06,I have been asked multiple,I have been asked multiple times while checking out to get their credit card. My husband got the card but we only had it for a few months before we cancelled it. We just didn't use it.,3,Bestcompany,,UT
2022-11-04,"Good card, accepted in almost","Good card, accepted in almost all stores !",4,Bestcompany,,WA
2022-11-04,I like to shop at,"I like to shop at Wal-Mart, your card is convenient",4,Bestcompany,,IL
2019-02-06,they cut my limit even,they cut my limit even though ive never missed a payment because i might miss a payment . which made my cards go to 100% of dti drpped my fico over 60 pts,1,Bestcompany,,CO
2019-02-06,I have a walmart card,I have a walmart card which makes it easy to buy groceries and build credit at the same time,5,Bestcompany,,CA
2018-02-06,I like the money I,"I like the money I get back on groceries, gas",5,Bestcompany,,CA
2020-02-06,Users of this card musf,Users of this card musf practice restraint. Too easy to get in debt too soon with gas and food,3,Bestcompany,,MS
2023-01-18,I have been harassed by,"I have been harassed by employees, shoppers and drivers repeatedly at the Wilton, NY Walmart. It is otherwise a nicer Walmart, so I am sorry they do not have better control over their store environment and ethics of the employees. I have had people approach me and say lewd things, and comment on my clothing, etc. **. One guy in electronics literally started a harassing conversation with me where he was grinning and joking, while talking about knowing a veteran who died from suicide. He is grinning and laughing while talking about this subject in an unsolicited conversation with me. On the same trip, as I entered a section of the store, someone else started making loud joking ""vomit"" noises (for an extended period of time) in the aisle I was entering. It really left me feeling that this place is a disgrace. The prices are not even that much cheaper than smaller stores at this point, so I'm going elsewhere. Walmart needs to clean things up.",1,Consumeraffairs,,NY
2022-09-24,Don’t purchase electronics or any,"Don’t purchase electronics or any large purchase at Walmart like a computer, tablet or anything else above $50.00. I purchased a Gateway computer on July 22, today -Sept 24, 2022- it started having problems. I boxed it up and took it back to Walmart. She said their return window so 15 days. 15 days!? What’s that? And, had the option to purchase a warranty had been offered, I would have purchased it like I typically do. The option wasn’t there so I can’t purchase something that wasn’t offered. I’ve been on hold with Gateway, for over an hour. I’ve learned my lesson, NEVER again will I purchase ANY type of electronics from Walmart or buy the Gateway brand again.",1,Consumeraffairs,,TX
2022-08-14,"Watch your bank accounts, your","Watch your bank accounts, your credit cards, your debit cards. Whenever you use a credit or debit card or bank card at any Walmart They will automatically charge you $12.95 to join a club that is per month without your permission. When contacting Bentonville, I was told I had to get my bank on the phone and get them on the phone. This is ridiculous. There is no way that can happen. Keep checking your accounts. They got me twice.",1,Consumeraffairs,,OK
2022-08-09,I made a subscription account,"I made a subscription account with my name then changed it to my friend's name so I could send it to them as a gift. However, since Walmart did not send out the package with my friend’s name it did not get delivered to their apartment. The tracking service says it was sent back to Walmart, but when I contacted them about it they said they don’t take the packages back. So where did it go? They will not send it back with the correct name (that I changed a day later) and they want me to pay for another box to be sent. So my first box is just lost? I love Walmart and am very disappointed by this experience.",1,Consumeraffairs,,MD
2022-08-01,Walmart Store 1192 at 610,"Walmart Store 1192 at 610 Sixth Street, New Westminster BC Walmart has no customer service. The entire organization from the store level to its head office in Mississuaga, Ontario are all incompetent, don’t care and rotten to the core. This was my Walmart experience.",1,Consumeraffairs,,
2022-04-17,Walmart insists on sending small,"Walmart insists on sending small items one at at time via Door Dash even when I don't want them to. To make matters worse, Walmart does not supply the Door Dash driver with my complete address even though they have it. I have a Door Dash account, but Door Dash does not supply it to the driver, either. As a result, I have not received many orders, or as in one case, the Door Dash driver left an expensive electronic at a vacant house because Walmart will not give Door Dash drivers my house number. How on earth does Walmart expect anyone to deliver an item with only a street address and no house number. Repeated contact with Walmart and Door Dash does not seem to correct this. This just happened to me again today. I am going back to boycotting Walmart. Should have never started shopping with them again. This is the most stupid problem I can think of. All Walmart has to do is give the Door Dash driver my house number. Seems so simple. Right? I guess not for Walmart.",1,Consumeraffairs,,OH
2021-12-11,I subscribed to Walmart's Beauty,"I subscribed to Walmart's Beauty Box Subscription for a few months when it was $5 a box. It was far from impressive but a fun surprise for only $5. When they randomly upped the price to $7.60 I canceled my subscription because even though it was just a couple bucks, it wasn’t worth it and I never got anything great in the boxes.",1,Consumeraffairs,,GA
2021-11-24,I cancelled my subscription back,"I cancelled my subscription back in 2020 and it was accepted since I never received another quarterly box nor was charge. All of a sudden on 11/22/21, there is a charge on my AMEX for Walmart/Brandshare for $ 7.98 that I never authorized. Found my password and signed in to the Beauty Box website and there is no way to see the credit card information in order to delete it. Thank God for AMEX who is helping me dispute the charge and has issued a block on Walmart to charge my card.",1,Consumeraffairs,,FL
2021-10-12,The employees do not speak,"The employees do not speak English and do not seem to want to help because they do not understand English. In the future, I will go out of my way, so I do not have to shop at Walmart. I wonder if they are hiring illegals. If there are hiring Americans, they are so uneducated; they cannot speak English. The store reminded me of Kmart before they closed.",1,Consumeraffairs,,AZ
2021-06-14,They say they send you,"They say they send you full size items since the price increase from $5 to $6.98. This has found to be not true. I just received my 2021 spring/ summer box after fighting for them (brandshare) to send to me. The items were ALL samples with the exception of one item an overnight face skin mask. So if you think you're getting full size items, wrong. Since they changed their price there service has been terrible and not worth the amount you pay OR what they show that you will be getting. So... beware... too good to be true. My account after years is now cancelled.",1,Consumeraffairs,,NY
2021-06-13,Ugh! I used to love,"Ugh! I used to love it when it was $5 but now that the prices have raised; the products have gotten so much worse! The box I received today had nothing to do with me. I have curly hair and received a smoothing set for straight hair, men’s shave cream, Listerine tabs (I’m a severe asthmatic) a lipstick in hot pink, and a teeny tiny sunscreen that I kept for emergencies. I gave away all but 1 product. If you’re going to charge a premium price, at least pay attention to people’s profiles. I’m canceling future boxes.",2,Consumeraffairs,,NV
2021-02-11,"On January 5, 2021, I","On January 5, 2021, I ordered both of the winter 2020 beauty boxes. I received only one. I sent my first email 2 weeks later saying the first was received within days and I still hadn’t received the second. I got an automated response saying due to Covid there would be delays in a response up to 10 business days. I replied back and said it was over 10 business days and still nothing. Since then I have emailed SEVEN more times and have never gotten a response once. There is no phone number or direct email address for the Walmart beauty box...CustomerCare BrandShare is all I have.",1,Consumeraffairs,,WI
2021-01-30,I have received many Walmart,"I have received many Walmart Beauty Boxes over the past years, but without doubt the last box I received for the Winter Season 2020 has to be the worst ever! It seems like the actual products offered are becoming less and less. I would like to suggest adding more products and less coupons! When the decisions are made to put items in the boxes, they should offer more beauty products such as makeup, nail polish, perfume, etc., not hand sanitizer, toothpaste (even though I do like the samples), arthritis creams and so on. This is called a beauty box, make it about things to make women feel and look beautiful!",3,Consumeraffairs,,TN
2020-12-11,I recently purchased a Fingertip,I recently purchased a Fingertip Pulse Oximeter Blood Oxygen Saturation Monitor Finger Pulse Oximeter SPO2 Pulse Oximeter from Walmart.com. The product sold by Wango does not work. I have sent numerous emails to both Wango and Walmart with videos of the product not working. I want to return the product and get a complete refund. I have not received any solution for the past 1+ months. The customer service is truly pathetic.,1,Consumeraffairs,,GA
2020-11-06,When I received the latest,When I received the latest Wal-Mart beauty box it was missing 4 items. I sent an email and was told several days later that not all boxes have the same amount of products. The booklet in the box shows 7 products I received 3. Obviously this was a mistake and easily corrected. Since I was dismissed and there's no way to speak to anyone I cancelled my subscription. Every box I've received has all of the products shown in the booklet in the box. I was lied to and that's inexcusable.,1,Consumeraffairs,,IN
2020-10-23,I didn't have high standards,"I didn't have high standards mind you, going in to the the Walmart Beauty Box. It was samples after all that they send based on the questionnaire you fill out at sign up. I was looking forward to seeing what they sent. That's when I got rather disappointed. They sent me items I'd never use, which is ok I've got sisters. I mean I'm the youngest at 40, but who cares right. Then there were items that did not exist at all! I looked up a few YouTube videos of women opening their boxes and they had roughly a half dozen samples. Why then did I get 4?! I mean the box was five bucks so it's not like I spent a lot but I got this little pamphlet that showed samples that I did not have... Um I must say that's just wrong. I went to take the survey and it kept asking me questions about the things I tried. That I did NOT try. I don't know. It doesn't seem to be the general consensus but I'm not sure I'm going continue. It was just sloppy and incomplete.",3,Consumeraffairs,,VA
2020-07-13,This is a fraud site,This is a fraud site and scheme and not affiliated with Walmart. You are unable to call the company and they do not respond to emails nor will you be able to log into your account after they get your credit card.,1,Consumeraffairs,,MN
2020-05-29,I consulted my wife on,"I consulted my wife on this. He had previously used Birchbox but last August, 2019, decided to switch because monthly was too much product to justify the price. All deliveries have been on time and we've never had to talk to customer service. The cost breaks down to about $1 per item. All of the items I've thought to notice while shopping in WM have indeed been sold at WM. Personally, I cannot tell the difference between middle and upper middle or lower middle beauty products, but my man tells me that the WM products will suffice for 99% of his needs. Ok. I've tried the lip balm once or twice. He seems happy with it. He runs out of the product he uses and we just gift the stuff he doesn't to friends and fam.",5,Consumeraffairs,,FL
2020-05-28,I don't mind the $5,"I don't mind the $5 shipping for the sample beauty box bc it's fair. I also don't mind that there are less items than when it 1st started years ago. The thing that irks me to no end is when you go to cancel the subscription, you can't log in to your own account. Error message even after resetting password AND emailing the company through the reply service provided in the confirmation email, apparently, the only way to contact this company. I'm not even sure it's legitimately associated with Walmart. If it is, then they're all up to no good. I was just testing the service with a cancellation request to see if it would let me & sure enough, they won't let me log in, much less cancel. It's only been a few days yet, but most companies reply right away to at least let you know someone is on it. Nothing at all! ",1,Consumeraffairs,,FL
2020-05-28,Travel size deodorant. Sample hair,Travel size deodorant. Sample hair care. Had a good amount of other items. I really look forward to receiving the box. Sample size toothpaste. I wish there were full size. Packaging was beautiful. Everything arrived undamaged. Civ,5,Consumeraffairs,,FL
2020-05-26,When I received the beauty,When I received the beauty box it was well put together. Some of the items I couldn't use. Like the masks because I have breakouts and real bad rosacea. Other than that everything else I could use. Would definitely try the beauty box again from Wal-Mart.,4,Consumeraffairs,,TX
2020-05-23,I have been getting the,I have been getting the Walmart beauty box for a number of years now. It comes with some samples and some coupons for the products. It has gone down in contents recently but is still ok and it’s fun to get and try the new products.,4,Consumeraffairs,,CA
2020-05-19,The beauty box was mostly,"The beauty box was mostly sample packets of some products I had never used. In my opinion, the sample sizes were not enough to make a determination on whether I would commit to the full size purchase(s) because the brand names were often expensive, like ROC. There were some boxes that included full size mascara or lip gloss but I was more interested in the skin care products and they were lacking in size and quantity. The box is a good value for sample and trial packets; don't expect much every time but you can sometimes find a surprise or two when you open it.",3,Consumeraffairs,,WV
2020-05-17,I've ordered several beauty boxes,"I've ordered several beauty boxes from Walmart. I really do enjoy these Beauty boxes because it gives you a chance to try sample size items and saves you money in the long run. They are cheaper than other beauty boxes, but still have really good items in the box.",4,Consumeraffairs,,AZ
2020-05-16,Got stuff that was almost,Got stuff that was almost expired. Nothing along lines of anything I would use or wear! Looked like a clown put box together! Not pleased at all. Waste of my money. Packaging was plain and boring. I would not suggest this one.,2,Consumeraffairs,,OH
2020-05-15,The Walmart Beauty boxes offer,The Walmart Beauty boxes offer a lot of variety and the quality of the products are above average in my opinion. The focus seemed more on providing a range of choices in colors of each item contained in the beauty box. It's economical and I'd purchase it again.,4,Consumeraffairs,,NJ
2020-05-14,Walmart's beauty boxes are amazing.,Walmart's beauty boxes are amazing. They always have great useful products. I absolutely love walmart beauty boxes. I would definitely recommend to a friend any day. This is the only beauty box I have ever subscribed to.,5,Consumeraffairs,,MI
2020-05-13,This is a sample size,This is a sample size box filled with items you would never use. Seriously I can never even give these things away. In the beginning the boxes were more personal but suddenly I am getting items I would never use and my last box had only 3 samples and a bunch of coupons that had no real value or savings.,3,Consumeraffairs,,TN
2020-05-12,I have been getting the,"I have been getting the Walmart box for a year and it always has great useful stuff in it! You will receive makeup, lotions, toothpaste and whitening products. Always a great assortment of gifts! I have also had nail polish and face serums in there too!",5,Consumeraffairs,,NH
2020-05-11,I placed my order April,"I placed my order April 9, 2020. I figured it would take a little longer due to Covid-19 so I just sit back and waited. First they took my money from my account immediately. Eight days later I received a tracking order. That order sit there and did nothing. Next on May 4th I received a shipping text message stating my package would be delivered by 8 pm that day. I received nothing. When I pulled up tracking info, it stated package was in Chicago. Weird I'm in Tennessee. Now tracking says nothing other than ""Your package is in our USPS Network."" It's been well over 30 days and I am out the money and the product. Being I couldn't get any info on the website, I went to a WalMart store in which they told me they have nothing to do with it, I would have contact the website itself. On the website there is not a phone number or an email to contact. Just one big game to Walmart!! I'm over it. Lesson learned do not ever order again from Walmart.",1,Consumeraffairs,,TN
2020-05-09,It is always nice to,It is always nice to get a beauty box with surprise items in the mail. The products are nice size and a good selection of items. It is well worth the $5 subscription fee. Sometimes they have a special box for men.,4,Consumeraffairs,,TX
2020-05-07,They charged me in March,"They charged me in March and over two months later have yet to actually ship my box. Finding a way to contact customer service is also a mess. I have contacted them but, had I not seen someone else post about their box. I would have never realized they took my money without actually shipping anything. Don't use this service!",1,Consumeraffairs,,MI
2020-01-17,I would not recommend the,"I would not recommend the Walmart Beauty Box. If you have shipping issues and do not receive your box, you will not be refunded or get another box. Period. I canceled my subscription. I will not do business with a company that will not make things right and will charge you even when you do not get the product.",1,Consumeraffairs,,AL
2019-12-23,"For a bargain box, this","For a bargain box, this is one of the best. PROS: Affordable price (S&H) and only comes quarterly. Easy to find the products online or in-store should you like the sample. Sometimes, the items are full-size - especially lip & eye cosmetics. Always nicely boxed and sometimes includes a small cosmetics bag. There is a beauty profile you can fill out. CONS: The beauty profile is not always followed & you might get a weird makeup shade. There sometimes repeat items (not always a bad thing). The shipping seems out of sync with the seasons. (My Autumn box arrived at the end of December.) I don't see any way to review the individual boxes on Walmart for other shoppers.",4,Consumeraffairs,,IA
2019-12-13,This is my first Beauty,"This is my first Beauty Box and I love it! 6 samples - 5 of which are good or even full sized (NYX lipgloss, LALAFOX moisturizing face mask, Dove deodorant spray, PurelyInspired Collagen Peptides dietary supplement powder pack, Hard Candy Mattifying Primer, Nivea oil infused body lotion packet). Fun to try new products, and I didn't even realize WalMart carried these brands or items. Took 11 days to receive it but seems like it didn't ship out until 9 days after I ordered it.",5,Consumeraffairs,,IL
2019-10-15,The pharmacy at this store,"The pharmacy at this store stinks. They never have the drug in stock. My doctor sent over an order yesterday morning. It's not 5:11pm the next day and I STILL cannot get my meds. Been without them since Saturday. I was told they were out of stock. Then I was told they would have them ready and I could pick it up after 4pm. I go there at 4:45pm and STILL not ready. How longs does it take to count pills into a bottle???? And it's like this with every prescription. Never ready the day it should be. You would think a pharmacy this big, would know how much stock to keep in their store. Worst customer service out there.",1,Consumeraffairs,,MI
2019-10-03,I ordered the Walmart Beauty,I ordered the Walmart Beauty Box and it got here in less than a week. But a few days later I received another one containing the same thing. It didn't charge me extra or anything! I gave it to my sister.,5,Consumeraffairs,,FL
2019-07-18,I ordered a box of,"I ordered a box of Walmart and on the second day they sent!!! After 2 weeks I already got my box!!! And joy!!! Otkrila and their toothpaste Hello, Collagen peptides, Dove dry shampoo, eyebrow set SALON PERFECT, face mask and cosmetics!!! And all this FOR $5!!! I LOVE WALMART!!! GOING TO ORDER ALWAYS!!! AND ALL THE ADVICE!!!",5,Consumeraffairs,,DE
2019-07-09,If you join for a,"If you join for a nominal $5.00 shipping fee, Walmart sends you a box with a variety of products. Granted not every box is always a product I'll use but it always introduces items that often become a favorite. This month was outstanding! I got an eyebrow kit that is fabulous. They sent an organic protein and collagen sample that I will be purchasing. Loved the charcoal mask, dry shampoo and wonderful Hello toothpaste. Granted a few items are sample size but that just fills my travel bag nicely. The eyebrow kit was full size and came with a highlighter and sharpener. To top it off, they included a cute little bag perfect for putting all my necessary purse junk into. I can't say enough good things about the box and look forward to its arrival every quarter.",5,Consumeraffairs,,TN
2018-10-26,I ordered a Men's Grooming,I ordered a Men's Grooming box back in August. It is now almost November and I had emailed Walmart at least 50 times trying to find out where my box was. My order was never fulfilled and I just kept going round and round with them. This was supposed to be a gift for my boyfriend. So finally after numerous attempts of trying to find out why my order hasn't been fulfilled after they charged my credit card way back in August they finally sent me the Men's Grooming box which was nothing like what was pictured and listed as what I would get for items. I understood you were supposed to get 3 full size items and 3 sample size items. I only got 4 items in total and the four items that I received were the same items that I got in the previous Men's Grooming box. ,1,Consumeraffairs,,MA
2018-10-24,I have been a subscriber,"I have been a subscriber for a few yrs. In the beginning it was great, however lately not so much. One instance I was charged 4 times. They did end up refunding it after I caught it but then it went to it would take the money out of my account for the box and never ship it. After a couple of months waiting I contacted them and was told I would get a refund for my troubles and still get the box as well... Still waiting. I asked about it and was told a completely different story than what the other rep had told me and that I was wrong so I went back through emails and sent them the email where it said the above and was still told different. I will no longer be using their services. The samples they ship you can get in their trial size at the store for around the same price anyway so not understanding why not only has customer service went downhill but products as well.",2,Consumeraffairs,,KY
2018-10-10,I have been getting the,"I have been getting the Walmart Beauty Box for a while now, and I love it. I always get my money's worth with the box. I have also tried the Target Beauty Box which I was disappointed with. I always recommend this to my friends, and very few of them have ever heard of it before.",5,Consumeraffairs,,TX
2018-06-12,The box is perfect for,The box is perfect for anyone to try new products and to be more familiar with products they could use in their household. I believe it to be a great consumer service. Not only do you receive products but they even supply you with coupons to help you with budgeting the household.,5,Consumeraffairs,,GA
2018-02-07,I received my first Walmart,I received my first Walmart subscription box today and l was absolutely delighted. I found every product in there really useful. Whoever put this box together thank you. You listened you heard and you delivered. Thank you Walmart. Would l recommend to my friends and family. Definitely.,5,Consumeraffairs,,CT
2018-01-29,The first Walmart Beauty Box,"The first Walmart Beauty Box I got was in January and it was a real beauty box with a nice lip balm sample, a face mask, pretty fingernail polish, and a few other product samples of good size that you would consider of the beauty variety. The lip balm alone was worth the $5 I paid for the box. The next box, while not as fancy, it was after the holidays and on to the Spring Box, was ok, but there was only one thing I would call beauty in it and that was a tiny, itty bitty, out of date sample of a well known anti-wrinkle serum. Everything else was toothpaste, floss, underarm deodorant, shampoo and conditioner samples, nothing that I call beauty samples, but worth $5. ",3,Consumeraffairs,,CA
2017-08-16,I chose this box because,I chose this box because it fits my budget. They also include great products and I know I can trust the products being sent to me. I like the products I get and they always meet my expectations. It helps me to branch out and try new products. They also know my skin tone and what kind of colors I like so the products always looks great on me. But I would love to be able to pick what goes in my box one time a year. I also wish it let you earn some type of points to use towards special items for your box.,5,Consumeraffairs,,IL
2017-08-15,The Walmart beauty box is,The Walmart beauty box is cool beans and has a very reasonable price. It is a treat to have new products to try and I look forward to getting samples in the mail. I found a new product that I like and want to purchase. I need the travel sizes for trips. Also enjoy having the opportunity to have samples on hand. I also like the coupons that come with the box. But sometimes I get products I do not care for. So it is fun to pass them on to family and friends. I like to give as gifts if I do not use and they are thankful to get a nice sample to use. I reuse the box for a gift box too. It would be nice though to choose from a selection of products. Then it would be fun to reorder the product that I like to use more often.,4,Consumeraffairs,,NC
2017-08-14,The box met my expectations.,The box met my expectations. Quality make up and good price. I got some lipstick and eyeshadow. I also got some foundation. It was nice. One of the best that I have used by far. I've tried other kinds of boxes and I think that It was a reasonable price. It was really easy to get and I also got it quickly. I liked the packaging the box came in and how quickly I got the box. I liked the eyeshadow and lip colors provided. It made me feel pretty Plus the product met my needs. However it needed a little more variety. I would have liked some more skin care products. I would have also liked better foundation. They could also have added some more individualized Products.,3,Consumeraffairs,,UT
2017-08-04,I bought the Walmart Beauty,"I bought the Walmart Beauty Box because it was economical. I buy products from their stores all the time. It was a company I trust and whose products I also trust. It was also very inexpensive. The variety of products contained in the box was a big plus. It was advantageous to receive many of the same brand and quality items that I already buy from their stores. I was pleased with what I received and it was equitable to the price, but getting more of a variety would've been appreciated.",5,Consumeraffairs,,AR
2017-08-03,Some items too low quality,Some items too low quality for price paid. Would rather see high quality products for a small increase in price than having a bunch of Dollar products that I won't use. I should be able to choose an area I would like to have makeup for and the box should be custom to my preferences. I get face cream and masks every month. I like getting random items however they should be random in an area I approve of. It would also be nice if the box included one or two items that everyone uses all the time. Something like Chapstick or blush or eyeliner in every box that gets sent out. That way I feel like I can gamble on what products I get because I will always get something that will always be useful. ,4,Consumeraffairs,,VA
2017-08-02,I chose the Walmart Beauty,"I chose the Walmart Beauty Box over other products because I enjoy getting different ""drug store"" quality brands and the price is really affordable. That allows me to purchase it plus other beauty boxes. I liked the fast shipping the items that were included in this beauty box. You get a great number of items and doesn't come off as cheap. The variety should just be consistent every month though.",5,Consumeraffairs,,NJ
2017-07-31,I have used a variety,"I have used a variety of makeup from Walmart, from blushes, lipsticks, face creams and eyelids to eye liners. These products that are sent to me are very cheap, and is not the best product on the market but used right does complete the job. I like various things that come In the Walmart Beauty Box, lipstick is my favorite and eye liner is my second favorite. They come in different colors also very durable for a low price product. The products in the box are very good for its low price, but the box doesn't promote well with the products on the inside. It's not fashionable and it downgrades the product in the box.",3,Consumeraffairs,,CT
2017-07-30,Walmart Beauty Box was cheap,Walmart Beauty Box was cheap and seemed to have a decent amount of products that I would like. It was nice to have it delivered to my house so I didn't have to go to the store and it made me try different things that I would not have usually tried. I liked that this product was from a brand that I trust and that I rely on on a weekly basis and that it offered a variety of different products and that I could try different things. I would have preferred a more high quality products included into the box but for the money that this was it was worth it. I would just chose a different one for next time.,5,Consumeraffairs,,PA
2017-07-29,I got an invitation from,"I got an invitation from a co-worker to try the Walmart Beauty Box out. It was fairly easy to purchase and it arrived very quickly. I liked the presentation and the attention paid to all the details. When the box arrived I appreciated the safety way they package everything. Everything arrived in tip top shape. Nothing broken or missing. I also liked the introductory letter I receive. It was like they really knew me as a person and I appreciated it so much. I was very happy with the products as well. I didn't think I would like this kind of service but I do. If anything, I would started doing this service months if not years ago. But I'm happy regardless. This is a great service.",4,Consumeraffairs,,FL
2017-07-28,This beauty box is free,This beauty box is free and you only pay shipping which is five dollars. I was also able to give my daughter in law a surprise subscription box. She loves the boxes that she gets just as much as I do! I always get really good samples. Sometimes I get full size products. They are always something I can use. I got a sample of a shampoo and conditioner as well as a full size of antiperspirant that I have never tried and some other thing that were great too. Always something new to try that I might like! It was great overall!,5,Consumeraffairs,,TN
2017-07-26,This Walmart Beauty Box was,"This Walmart Beauty Box was the one that I had chosen because I had already shopped at Walmart and had always shopped at Walmart for these very specific products. Not many other websites can provide for what I want and/or need. However, the overall look and design of the Walmart beauty box could be very much improved for the personal likings of the individual customers. The price should be slightly lower as well because the products being sold are makeup and makeup doesn't last forever. But I very much like how much you can get, the price for it all, the variety of choices and many, many shades. They have what I want, and I know that so why would I want to go anywhere else?",5,Consumeraffairs,,MI
2017-07-25,I can't choose the one,I can't choose the one I want so I picked one I'm more or less familiar with. I like that you get a wide assortment of beauty products and that the Walmart beauty box is cheaper than most beauty boxes with good items in them and not just sample size but regular sizes as well. But it would be nice to experience different types of boxes that come with different items each month with different things to try out to see if you like so you can purchase them if you liked them. I would like it better though if I had more options to choose other beauty boxes with more sample and regular size along with the sample size.,3,Consumeraffairs,,TX
2017-07-23,I like the price of,I like the price of this Walmart Beauty Box. For the amount of things you are getting for just $5 there is no way for the price to be beaten. There is so many different items for this value 6-8 and I like trying different brands and products and at $5 you really cannot complain. The value is definitely well over the cost. I love the Walmart Beauty Box. But as this is quarterly I feel like I wait forever for my new box to come out. I would change how often it comes out. Also they have a lot of the same brands like I might get Farrier shampoo one quarter and then the next quarter another version of Garnish shampoo. The same with Dove and Olay and I like to change up brands. Seem to be a lot of repeats.,5,Consumeraffairs,,FL
2017-07-22,I chose this beauty box,"I chose this beauty box over the others mainly because of the price and the selection of products. Most are brands I know and like. There are certain high end products I like, but overall, the things you can find at Walmart and other discount stores are decent as well. Being able to choose from so many things was nice and I felt encouraged to try some things I've never tried before. Ordering it was a fun and easy process. I received some nail polishes and lip glosses that were different than nothing I would have normally bought. The only thing I would do differently when ordering one again is to be more adventurous in products I order. I feel like that's part of why I did something like this.",5,Consumeraffairs,,IA
2017-07-21,I chose the Walmart Beauty,I chose the Walmart Beauty Box firstly for the price. You can't beat a $5 box. A dislike for me however would be how quickly they sell out! I had to try a few times before I got in on the box which frustrated me. Sometimes I'm unsure of when billing will happen so I just randomly see the charge and remember that it's coming up. I wish they would send more of a notification for when the billing and shipping will happen each quarter. But I like the fact that the Walmart box is quarterly so I don't have to feel rushed using the products in a month. The packaging is also sleek and trendy. It is packaged well and I've never had any damaged products. ,5,Consumeraffairs,,IN
2017-07-20,It was priced decently well,It was priced decently well but it could be cheaper. But I like the amount I got for the money. The value was good. Everything included was pretty much what I needed. I could not wait to use it. I enjoyed using the products I got from the box and good choice in colors. The things that came with it were proficient for usage too. One thing I disliked however it could have included makeup remover or eyelash curler. The mascara left residue and it could be a little more indulgent on the eye makeup as well. But overall it was great.,3,Consumeraffairs,,AZ
2017-07-19,I ordered my beauty box,"I ordered my beauty box online. When it came to my door (on time) I opened the plain looking box to find what was inside. I had some random things in my box. It's okay though because it got here quickly and was convenient for me. I had received 5 products that I proceeded to use immediately. Inside was hand cream, Q-tips, dry shampoo, eye shadow and hand sanitizer. I was expecting a little more but overall pretty cool box. Walmart Beauty Box was affordable and I liked that fact that I could order it online without going out to the actual house. But I would change the fact that it looked so plain and that I had some random things in my box. I'm a huge fan of sparkly objects and I was hoping this box would be sparkly.",3,Consumeraffairs,,NV
2023-02-04,I am also having the same issue as a…,"I am also having the same issue as a lot of people. Don't place any delivery orders from Walmart. They will keep taking random fees out. This has happened to me in December and now January. Extremely difficult to get them to do anything about these charges. I actually had to get a new debit card, because my bank said that was the only way to stop them.I will never place another order from Walmart. They will not let you remove your debit card from their system either",1,Trustpilot,US,
